Price,District,City,Town,Type,EnergyCertificate,GrossArea,TotalArea,Parking,HasParking,Floor,ConstructionYear,EnergyEfficiencyLevel,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
30000.0,Porto,Baião,Gestaçô,House,,,126.0,1.0,True,,1937.0,,,,False,,3.0,,,,126.0,,,2.0
739000.0,Porto,Vila Nova de Gaia,São Felix da Marinha,House,D,390.0,1421.0,2.0,True,,2019.0,,,,False,,8.0,,,,390.0,,,4.0
235000.0,Porto,Vila do Conde,Fornelo e Vairão,House,C,,200.0,1.0,True,,2007.0,,,,False,,3.0,,,,160.0,,,3.0
380000.0,Porto,Lousada,Lustosa e Barrosas (Santo Estêvão),House,D,,1500.0,3.0,True,,1989.0,,,,False,,7.0,,,,444.0,,,6.0
180000.0,Porto,Felgueiras,Vila Cova da Lixa e Borba de Godim,House,,672.0,7799.0,3.0,True,,,,,,False,,5.0,,,,425.0,,,0.0
125000.0,Porto,Amarante,Gondar,House,,406.0,3000.0,2.0,True,,2000.0,,,,False,,3.0,,,,406.0,,,0.0
225500.0,Porto,Maia,Águas Santas,House,C,117.0,270.0,1.0,True,Ground Floor,1981.0,,,,False,,3.0,,,,117.0,,,2.0
166500.0,Porto,Maia,Cidade da Maia,House,B-,1000.0,1000.0,0.0,False,,2018.0,,,,False,,2.0,,,,150.0,,,2.0
617500.0,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora,House,,700.0,2280.0,0.0,False,,1937.0,,,,False,,5.0,,,,520.0,,,1.0
337500.0,Porto,Trofa,Coronado (São Romão e São Mamede),House,,290.0,216.0,2.0,True,,2023.0,,,,False,,3.0,,,,197.0,,,3.0
337500.0,Porto,Trofa,Coronado (São Romão e São Mamede),House,,290.0,218.0,2.0,True,,2023.0,,,,False,,3.0,,,,197.0,,,3.0
175000.0,Porto,Baião,Campelo e Ovil,House,G,206.0,122.0,2.0,True,,2000.0,,,,False,,3.0,,,,206.0,,,4.0
269000.0,Porto,Paredes,Paredes,House,D,156.0,638.0,1.0,True,,2003.0,,,,False,,3.0,,,,156.0,,,2.0
850000.0,Porto,Matosinhos,"Custóias, Leça do Balio e Guifões",House,B-,,2512.0,3.0,True,,2016.0,,,,False,,4.0,,,,302.0,,,4.0
140000.0,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora,House,D,93.0,78.0,1.0,True,,1988.0,,,,False,,2.0,,,,93.0,,,1.0
289900.0,Porto,Felgueiras,Regilde,House,,,550.0,1.0,True,,2001.0,,,,False,,5.0,,,,440.0,,,5.0
59000.0,Porto,Penafiel,Abragão,House,,78.0,5000.0,0.0,False,,1995.0,,,,False,,2.0,,,,78.0,,,0.0
650000.0,Porto,Maia,Cidade da Maia,House,D,,259.0,2.0,True,,2009.0,,,,False,,4.0,,,,222.0,,,4.0
98000.0,Porto,Penafiel,Paço de Sousa,House,E,199.0,380.0,0.0,False,,1937.0,,,,False,,3.0,,,,79.0,,,1.0
475000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,318.0,3.0,True,Ground Floor,2023.0,,,,False,,3.0,,,,502.0,,,3.0
395000.0,Porto,Trofa,Bougado (São Martinho e Santiago),House,D,383.0,584.0,2.0,True,,2007.0,,,,False,,3.0,,,,150.0,,,2.0
575000.0,Porto,Gondomar,Melres e Medas,House,E,300.0,2960.0,3.0,True,,2003.0,,,,False,,4.0,,,,200.0,,,4.0
300000.0,Porto,Santo Tirso,São Tomé Negrelos,House,D,365.0,800.0,0.0,False,,2005.0,,,,False,,3.0,,,,365.0,,,3.0
